tx_id,tx_type,strategy,selected_strategy,payload_bytes,cross_border,network_latency_ms,packet_loss_pct,bandwidth_mbps,threat_level,load_factor,crypto_key_exchange_ms,crypto_signature_ms,crypto_verify_ms,crypto_latency_ms,blockchain_endorsement_ms,blockchain_commit_ms,blockchain_latency_ms,routing_latency_ms,queue_ms,ml_gain_ms,jitter_ms,end_to_end_latency_ms,security_score
1193,Transfer,adaptive,static_hybrid,210,False,3.410,0.013,855.666,0.405,0.469,0.435,1.690,0.322,2.447,1.283,2.317,3.600,1.670,1.061,0.000,0.139,8.918,81.98
1194,IssueCBDC,adaptive,static_hybrid,370,False,4.763,0.168,1088.818,0.214,0.476,0.556,1.648,0.322,2.527,1.684,2.594,4.278,2.225,1.067,0.000,0.163,10.260,82.93
1195,Transfer,adaptive,static_hybrid,231,False,2.133,0.060,778.673,0.142,0.420,0.435,1.632,0.320,2.387,1.327,2.354,3.681,1.417,1.014,0.000,0.135,8.634,83.29
1196,Transfer,adaptive,ml_optimized,300,True,141.778,1.147,13.844,0.689,0.421,0.425,1.521,0.277,2.223,1.474,4.393,5.868,159.782,0.935,-0.577,3.022,171.252,82.49
1197,SettleCrossBorder,adaptive,ml_optimized,334,True,162.618,0.773,75.170,0.388,0.470,0.519,1.463,0.280,2.262,1.568,4.016,5.584,176.255,0.977,-0.565,3.314,187.827,84.93
1198,Transfer,adaptive,static_hybrid,185,False,3.322,0.176,850.592,0.320,0.543,0.435,1.671,0.326,2.432,1.234,2.280,3.514,1.876,1.130,0.000,0.141,9.093,82.40
1199,SettleCrossBorder,adaptive,ml_optimized,406,True,160.659,1.131,65.035,0.516,0.444,0.519,1.488,0.278,2.285,1.743,4.264,6.007,176.443,0.954,-0.591,3.325,188.423,83.39
1200,SettleCrossBorder,adaptive,ml_optimized,263,True,139.902,1.324,33.902,0.407,0.475,0.519,1.467,0.280,2.266,1.391,4.242,5.633,156.846,0.981,-0.568,2.965,168.124,83.46
1201,Transfer,adaptive,static_hybrid,239,False,4.742,0.105,729.411,0.483,0.520,0.435,1.707,0.325,2.467,1.365,2.369,3.734,2.133,1.109,0.000,0.150,9.593,81.58
1202,SettleCrossBorder,adaptive,ml_optimized,279,True,179.739,0.932,93.865,0.690,0.444,0.519,1.521,0.278,2.319,1.426,3.839,5.265,194.332,0.955,-0.549,3.634,205.955,83.02
1203,SettleCrossBorder,adaptive,ml_optimized,442,True,112.739,1.255,41.670,0.673,0.473,0.519,1.518,0.280,2.316,1.839,4.487,6.326,129.271,0.980,-0.614,2.482,140.762,82.30
1204,Transfer,adaptive,static_hybrid,171,False,2.383,0.122,589.812,0.587,0.523,0.435,1.731,0.325,2.491,1.195,2.254,3.450,1.567,1.112,0.000,0.135,8.754,81.06
1205,IssueCBDC,adaptive,static_hybrid,270,False,3.787,0.047,829.151,0.495,0.459,0.554,1.710,0.322,2.586,1.431,2.420,3.852,1.813,1.051,0.000,0.149,9.451,81.52
1206,Transfer,adaptive,ml_optimized,225,True,211.614,1.619,50.304,0.540,0.520,0.425,1.492,0.282,2.199,1.305,4.132,5.437,230.329,1.020,-0.553,4.283,242.715,82.05
1207,Transfer,adaptive,static_hybrid,185,False,5.548,0.101,749.940,0.403,0.470,0.435,1.690,0.322,2.447,1.221,2.278,3.498,2.328,1.062,0.000,0.149,9.485,81.98
1208,IssueCBDC,adaptive,static_hybrid,419,False,3.435,0.049,664.384,0.475,0.465,0.555,1.706,0.322,2.583,1.805,2.674,4.479,1.727,1.057,0.000,0.158,10.004,81.63
1209,SettleCrossBorder,adaptive,ml_optimized,413,True,177.878,1.233,53.883,0.423,0.504,0.519,1.470,0.281,2.270,1.772,4.361,6.132,194.276,1.006,-0.600,3.648,206.733,83.60
1210,SettleCrossBorder,adaptive,ml_optimized,357,True,196.273,1.653,44.026,0.693,0.527,0.519,1.522,0.282,2.323,1.636,4.400,6.036,215.188,1.026,-0.599,4.024,227.997,81.20
1211,Transfer,adaptive,static_hybrid,171,False,4.989,0.049,907.295,0.267,0.524,0.435,1.660,0.325,2.420,1.195,2.252,3.448,2.117,1.112,0.000,0.144,9.240,82.67
1212,Transfer,adaptive,ml_optimized,179,True,199.856,1.003,58.560,0.324,0.503,0.425,1.451,0.281,2.157,1.186,3.893,5.080,214.872,1.006,-0.528,3.998,226.585,84.67
1213,SettleCrossBorder,adaptive,ml_optimized,380,True,191.891,1.094,40.756,0.695,0.500,0.519,1.522,0.281,2.322,1.688,4.358,6.047,207.453,1.003,-0.599,3.885,220.111,82.59
1214,Transfer,adaptive,static_hybrid,139,False,3.861,0.016,1056.273,0.523,0.441,0.435,1.716,0.321,2.472,1.101,2.197,3.297,1.787,1.035,0.000,0.136,8.728,81.38
1215,SettleCrossBorder,adaptive,ml_optimized,408,True,100.000,0.500,45.368,0.526,0.562,0.519,1.490,0.283,2.292,1.770,4.271,6.041,112.000,1.056,-0.599,2.166,122.957,84.92
1216,Transfer,adaptive,static_hybrid,192,False,5.425,0.112,771.389,0.316,0.435,0.435,1.671,0.320,2.426,1.232,2.290,3.522,2.313,1.029,0.000,0.149,9.439,82.42
1217,Transfer,adaptive,ml_optimized,222,True,204.146,1.023,47.945,0.637,0.483,0.425,1.511,0.280,2.216,1.290,4.034,5.324,219.281,0.988,-0.546,4.083,231.346,83.06
1218,Transfer,adaptive,static_hybrid,242,False,4.180,0.015,698.887,0.486,0.467,0.435,1.708,0.322,2.465,1.363,2.372,3.735,1.866,1.059,0.000,0.145,9.270,81.57
1219,IssueCBDC,adaptive,static_hybrid,233,False,5.473,0.091,966.954,0.264,0.485,0.558,1.659,0.323,2.540,1.343,2.359,3.702,2.296,1.076,0.000,0.154,9.767,82.68
1220,Transfer,adaptive,ml_optimized,233,True,184.562,1.547,39.422,0.369,0.575,0.425,1.459,0.284,2.168,1.334,4.198,5.532,202.844,1.068,-0.559,3.790,214.843,83.09
1221,Transfer,adaptive,static_hybrid,185,False,3.157,0.118,842.506,0.300,0.473,0.435,1.667,0.322,2.424,1.221,2.278,3.499,1.755,1.064,0.000,0.138,8.881,82.50
1222,Transfer,adaptive,static_hybrid,282,False,4.570,0.097,1014.790,0.160,0.517,0.435,1.636,0.325,2.396,1.472,2.442,3.914,2.078,1.106,0.000,0.151,9.646,83.20
1223,Transfer,adaptive,static_hybrid,200,False,3.708,0.110,1064.289,0.156,0.515,0.435,1.635,0.324,2.395,1.266,2.303,3.570,1.881,1.104,0.000,0.141,9.090,83.22
1224,IssueCBDC,adaptive,static_hybrid,276,False,4.366,0.032,920.220,0.317,0.575,0.568,1.671,0.327,2.566,1.467,2.430,3.897,1.937,1.161,0.000,0.151,9.712,82.41
1225,Transfer,adaptive,static_hybrid,260,False,5.363,0.116,745.771,0.424,0.498,0.435,1.694,0.324,2.453,1.413,2.405,3.819,2.304,1.089,0.000,0.154,9.819,81.88
1226,IssueCBDC,adaptive,static_hybrid,345,False,4.009,0.144,898.455,0.131,0.572,0.568,1.630,0.327,2.525,1.639,2.551,4.190,2.004,1.158,0.000,0.157,10.034,83.35
1227,SettleCrossBorder,adaptive,ml_optimized,533,True,176.973,0.732,35.934,0.783,0.565,0.519,1.539,0.284,2.342,2.083,4.582,6.665,190.367,1.059,-0.640,3.589,203.381,83.06
1228,SettleCrossBorder,adaptive,ml_optimized,384,True,238.533,1.941,53.282,0.613,0.592,0.519,1.506,0.285,2.310,1.715,4.442,6.157,259.178,1.083,-0.608,4.818,272.938,80.88
1229,Transfer,adaptive,ml_optimized,297,True,208.382,0.705,48.638,0.323,0.515,0.425,1.451,0.281,2.157,1.484,4.100,5.583,221.611,1.015,-0.558,4.128,233.937,85.42
1230,Transfer,adaptive,static_hybrid,247,False,4.104,0.087,892.128,0.338,0.608,0.435,1.675,0.329,2.440,1.400,2.383,3.783,1.948,1.191,0.000,0.147,9.509,82.31
1231,SettleCrossBorder,adaptive,ml_optimized,459,True,176.463,1.045,24.587,0.751,0.481,0.519,1.533,0.280,2.332,1.883,4.581,6.463,192.243,0.987,-0.624,3.619,205.020,82.43
1232,Transfer,adaptive,static_hybrid,242,False,2.680,0.028,652.494,0.210,0.483,0.435,1.647,0.323,2.405,1.366,2.372,3.738,1.509,1.074,0.000,0.138,8.865,82.95
1233,SettleCrossBorder,adaptive,ml_optimized,361,True,202.852,1.284,60.156,0.413,0.494,0.519,1.468,0.281,2.268,1.640,4.244,5.884,219.557,0.997,-0.584,4.099,232.220,83.52
1234,Transfer,adaptive,ml_optimized,284,True,265.965,0.991,21.567,0.366,0.531,0.425,1.459,0.282,2.166,1.454,4.292,5.746,281.876,1.030,-0.570,5.216,295.464,84.49
1235,Transfer,adaptive,static_hybrid,254,False,4.266,0.075,948.291,0.191,0.491,0.435,1.643,0.323,2.401,1.397,2.394,3.791,1.971,1.082,0.000,0.147,9.393,83.04
1236,IssueCBDC,adaptive,static_hybrid,390,False,4.181,0.051,781.185,0.414,0.595,0.571,1.692,0.328,2.591,1.756,2.625,4.380,1.917,1.179,0.000,0.160,10.228,81.93
1237,Transfer,adaptive,static_hybrid,208,False,4.336,0.148,792.393,0.562,0.525,0.435,1.725,0.325,2.485,1.288,2.318,3.606,2.091,1.113,0.000,0.147,9.443,81.19
1238,SettleCrossBorder,adaptive,ml_optimized,292,True,197.290,1.916,22.359,0.471,0.554,0.519,1.479,0.283,2.281,1.478,4.467,5.945,218.631,1.049,-0.592,4.083,231.399,81.65
1239,IssueCBDC,adaptive,static_hybrid,313,False,2.954,0.134,910.817,0.156,0.561,0.567,1.635,0.327,2.528,1.557,2.496,4.053,1.726,1.147,0.000,0.150,9.604,83.22
1240,Transfer,adaptive,static_hybrid,262,False,3.587,0.130,899.702,0.299,0.621,0.435,1.667,0.330,2.432,1.440,2.409,3.850,1.879,1.204,0.000,0.147,9.511,82.51
1241,SettleCrossBorder,adaptive,ml_optimized,317,True,229.245,1.910,45.581,0.600,0.505,0.519,1.504,0.281,2.304,1.532,4.369,5.901,249.708,1.007,-0.589,4.642,262.973,81.02
1242,SettleCrossBorder,adaptive,ml_optimized,355,True,120.230,0.973,36.529,0.487,0.499,0.519,1.482,0.281,2.282,1.626,4.320,5.945,135.070,1.002,-0.589,2.579,146.290,83.93
1243,IssueCBDC,adaptive,static_hybrid,236,False,2.986,0.028,960.652,0.405,0.615,0.573,1.690,0.329,2.593,1.374,2.362,3.736,1.586,1.198,0.000,0.142,9.255,81.98
1244,Transfer,adaptive,static_hybrid,266,False,4.875,0.067,1110.753,0.168,0.629,0.435,1.638,0.330,2.403,1.452,2.414,3.866,2.112,1.211,0.000,0.151,9.743,83.16
1245,IssueCBDC,adaptive,static_hybrid,445,False,3.988,0.144,747.410,0.130,0.552,0.565,1.629,0.326,2.521,1.885,2.721,4.606,1.998,1.138,0.000,0.164,10.428,83.35
1246,IssueCBDC,adaptive,static_hybrid,182,False,4.822,0.004,953.257,0.423,0.551,0.565,1.694,0.326,2.586,1.228,2.270,3.497,2.011,1.138,0.000,0.146,9.377,81.88
1247,IssueCBDC,adaptive,static_hybrid,308,False,4.213,0.063,943.942,0.470,0.636,0.575,1.705,0.330,2.610,1.558,2.486,4.044,1.942,1.218,0.000,0.155,9.968,81.65
1248,IssueCBDC,adaptive,static_hybrid,311,False,2.460,0.106,851.174,0.151,0.590,0.570,1.634,0.328,2.532,1.557,2.492,4.049,1.563,1.175,0.000,0.147,9.467,83.24
1249,Transfer,adaptive,static_hybrid,344,False,3.828,0.105,844.119,0.555,0.549,0.435,1.723,0.326,2.485,1.632,2.548,4.180,1.904,1.136,0.000,0.154,9.859,81.22
1250,Transfer,adaptive,static_hybrid,139,False,2.296,0.151,952.106,0.446,0.619,0.435,1.699,0.330,2.464,1.133,2.201,3.333,1.586,1.202,0.000,0.133,8.718,81.77
1251,SettleCrossBorder,adaptive,ml_optimized,344,True,203.331,1.307,69.475,0.735,0.602,0.519,1.530,0.285,2.334,1.617,4.163,5.780,220.174,1.091,-0.588,4.109,232.900,81.86
1252,SettleCrossBorder,adaptive,ml_optimized,497,True,245.844,0.992,21.695,0.438,0.542,0.519,1.473,0.283,2.274,1.988,4.653,6.642,261.743,1.039,-0.632,4.872,275.937,84.13
1253,Transfer,adaptive,static_hybrid,236,False,5.621,0.000,898.031,0.347,0.595,0.435,1.678,0.328,2.441,1.371,2.361,3.732,2.205,1.179,0.000,0.151,9.708,82.26
1254,Transfer,adaptive,ml_optimized,182,True,213.642,0.500,13.154,0.763,0.565,0.425,1.535,0.284,2.243,1.205,4.080,5.286,227.869,1.059,-0.550,4.237,240.145,83.74
1255,Transfer,adaptive,static_hybrid,227,False,4.739,0.000,796.654,0.436,0.646,0.435,1.697,0.331,2.463,1.357,2.346,3.703,1.985,1.227,0.000,0.147,9.525,81.82
1256,Transfer,adaptive,static_hybrid,171,False,3.964,0.034,905.694,0.570,0.634,0.435,1.727,0.330,2.492,1.215,2.252,3.467,1.838,1.216,0.000,0.140,9.154,81.15
1257,Transfer,adaptive,static_hybrid,244,False,3.878,0.070,825.781,0.560,0.634,0.435,1.725,0.330,2.490,1.398,2.377,3.775,1.868,1.216,0.000,0.146,9.495,81.20
1258,Transfer,adaptive,static_hybrid,224,False,3.955,0.172,669.770,0.124,0.585,0.435,1.628,0.328,2.391,1.339,2.346,3.685,2.030,1.170,0.000,0.146,9.422,83.38
1259,SettleCrossBorder,adaptive,ml_optimized,365,True,193.390,1.897,52.800,0.501,0.570,0.519,1.485,0.284,2.288,1.664,4.405,6.069,213.771,1.064,-0.600,3.998,226.588,81.55
1260,SettleCrossBorder,adaptive,ml_optimized,247,True,249.725,0.500,32.483,0.414,0.644,0.519,1.468,0.287,2.274,1.382,4.075,5.457,261.725,1.128,-0.566,4.850,274.868,85.48
1261,IssueCBDC,adaptive,static_hybrid,384,False,3.724,0.010,795.803,0.232,0.628,0.575,1.652,0.330,2.557,1.747,2.613,4.360,1.745,1.210,0.000,0.156,10.027,82.84
1262,Transfer,adaptive,static_hybrid,272,False,5.463,0.029,952.500,0.554,0.629,0.435,1.723,0.330,2.489,1.467,2.423,3.890,2.206,1.211,0.000,0.155,9.951,81.23
1263,Transfer,adaptive,static_hybrid,278,False,2.924,0.068,823.250,0.538,0.587,0.435,1.720,0.328,2.483,1.474,2.435,3.909,1.626,1.171,0.000,0.144,9.334,81.31
1264,Transfer,adaptive,static_hybrid,308,False,2.917,0.070,899.400,0.544,0.572,0.435,1.721,0.327,2.483,1.547,2.486,4.032,1.627,1.158,0.000,0.147,9.447,81.28
1265,Transfer,adaptive,ml_optimized,204,True,248.648,1.098,66.943,0.547,0.655,0.425,1.494,0.287,2.206,1.276,3.903,5.179,264.238,1.137,-0.544,4.889,277.105,83.32
1266,SettleCrossBorder,adaptive,ml_optimized,388,True,200.940,1.422,37.486,0.310,0.624,0.519,1.448,0.286,2.254,1.731,4.451,6.181,218.471,1.110,-0.607,4.084,231.494,83.69
1267,SettleCrossBorder,adaptive,ml_optimized,306,True,151.054,1.391,28.113,0.614,0.667,0.519,1.506,0.288,2.314,1.534,4.362,5.895,168.403,1.147,-0.596,3.179,180.342,82.25
1268,SettleCrossBorder,adaptive,ml_optimized,452,True,198.580,0.500,77.258,0.750,0.677,0.519,1.533,0.288,2.340,1.900,4.155,6.055,210.580,1.155,-0.608,3.942,223.464,83.80
1269,Transfer,adaptive,static_hybrid,225,False,4.571,0.073,1073.885,0.164,0.685,0.435,1.637,0.333,2.405,1.359,2.345,3.704,2.045,1.264,0.000,0.147,9.565,83.18
1270,SettleCrossBorder,adaptive,ml_optimized,314,True,148.916,1.076,32.314,0.659,0.637,0.519,1.515,0.287,2.321,1.548,4.294,5.842,164.372,1.121,-0.592,3.106,176.169,82.82
1271,Transfer,adaptive,static_hybrid,172,False,2.597,0.094,1007.437,0.577,0.568,0.435,1.728,0.327,2.490,1.206,2.255,3.461,1.581,1.154,0.000,0.136,8.822,81.12
1272,Transfer,adaptive,static_hybrid,216,False,4.951,0.096,895.714,0.459,0.629,0.435,1.702,0.330,2.468,1.327,2.330,3.657,2.173,1.212,0.000,0.149,9.658,81.70
1273,SettleCrossBorder,adaptive,ml_optimized,309,True,190.088,0.500,16.951,0.408,0.614,0.519,1.467,0.286,2.272,1.531,4.274,5.805,203.746,1.101,-0.585,3.813,216.151,85.51
1274,Transfer,adaptive,static_hybrid,260,False,3.307,0.137,1056.433,0.441,0.595,0.435,1.698,0.328,2.462,1.431,2.406,3.837,1.818,1.179,0.000,0.146,9.443,81.80
1275,IssueCBDC,adaptive,static_hybrid,343,False,2.660,0.030,811.864,0.365,0.660,0.578,1.681,0.332,2.591,1.650,2.544,4.194,1.507,1.240,0.000,0.149,9.681,82.18
1276,Transfer,adaptive,ml_optimized,190,True,139.030,0.648,49.889,0.360,0.565,0.425,1.458,0.284,2.166,1.225,3.900,5.125,151.919,1.059,-0.534,2.866,162.602,85.38
1277,SettleCrossBorder,adaptive,ml_optimized,346,True,101.862,0.608,30.998,0.472,0.568,0.519,1.479,0.284,2.282,1.616,4.272,5.887,114.508,1.062,-0.589,2.208,125.358,84.92
1278,Transfer,adaptive,static_hybrid,244,False,4.938,0.039,898.587,0.417,0.607,0.435,1.693,0.329,2.457,1.393,2.376,3.769,2.090,1.191,0.000,0.150,9.656,81.92
1279,SettleCrossBorder,adaptive,ml_optimized,409,True,190.966,1.086,10.000,0.384,0.703,0.519,1.462,0.290,2.271,1.797,4.591,6.388,209.184,1.178,-0.624,3.921,222.319,84.16
1280,Transfer,adaptive,ml_optimized,300,True,192.017,1.171,64.177,0.394,0.653,0.425,1.464,0.287,2.177,1.516,4.096,5.612,208.040,1.135,-0.568,3.885,220.281,83.90
1281,IssueCBDC,adaptive,static_hybrid,224,False,4.200,0.125,1033.899,0.546,0.668,0.579,1.721,0.332,2.633,1.354,2.345,3.698,2.025,1.248,0.000,0.150,9.754,81.27
1282,SettleCrossBorder,adaptive,ml_optimized,405,True,211.241,1.329,46.877,0.779,0.705,0.519,1.538,0.290,2.347,1.788,4.407,6.194,228.217,1.180,-0.618,4.262,241.582,81.58
1283,SettleCrossBorder,adaptive,ml_optimized,366,True,185.887,1.446,38.381,0.549,0.657,0.519,1.494,0.288,2.301,1.682,4.412,6.094,203.562,1.138,-0.607,3.815,216.303,82.44
1284,SettleCrossBorder,adaptive,ml_optimized,434,True,292.945,0.589,65.439,0.358,0.651,0.519,1.457,0.287,2.264,1.851,4.211,6.062,305.479,1.134,-0.601,5.648,319.985,85.54
1285,Transfer,adaptive,static_hybrid,156,False,4.134,0.172,896.145,0.561,0.692,0.435,1.725,0.333,2.493,1.188,2.230,3.418,2.074,1.270,0.000,0.144,9.400,81.20
1286,SettleCrossBorder,adaptive,ml_optimized,329,True,177.375,0.500,62.737,0.564,0.658,0.519,1.497,0.288,2.304,1.589,4.033,5.622,189.375,1.140,-0.579,3.551,201.413,84.73
1287,Transfer,adaptive,static_hybrid,260,False,3.294,0.070,794.074,0.313,0.639,0.435,1.670,0.331,2.436,1.439,2.404,3.843,1.722,1.221,0.000,0.144,9.366,82.43
1288,IssueCBDC,adaptive,static_hybrid,289,False,4.511,0.084,697.440,0.485,0.692,0.582,1.708,0.333,2.623,1.521,2.454,3.974,2.045,1.270,0.000,0.156,10.068,81.57
1289,Transfer,adaptive,static_hybrid,272,False,6.574,0.111,793.911,0.420,0.689,0.435,1.694,0.333,2.462,1.478,2.426,3.903,2.599,1.268,0.000,0.161,10.393,81.90
1290,Transfer,adaptive,ml_optimized,268,True,190.509,1.375,50.759,0.669,0.659,0.425,1.517,0.288,2.229,1.437,4.158,5.595,207.757,1.140,-0.571,3.880,220.032,82.02
1291,IssueCBDC,adaptive,static_hybrid,305,False,2.826,0.136,896.300,0.456,0.593,0.570,1.702,0.328,2.600,1.543,2.483,4.025,1.697,1.177,0.000,0.150,9.650,81.72
1292,Transfer,adaptive,ml_optimized,183,True,194.931,1.038,55.791,0.302,0.620,0.425,1.447,0.286,2.158,1.218,3.923,5.141,210.161,1.107,-0.536,3.914,221.944,84.69
1293,SettleCrossBorder,adaptive,ml_optimized,483,True,263.466,0.500,78.583,0.322,0.607,0.519,1.451,0.285,2.255,1.965,4.200,6.165,275.466,1.096,-0.605,5.110,289.486,85.94
1294,Transfer,adaptive,static_hybrid,201,False,4.850,0.045,633.557,0.539,0.698,0.435,1.720,0.334,2.489,1.302,2.303,3.605,2.075,1.277,0.000,0.147,9.592,81.30
1295,Transfer,adaptive,static_hybrid,246,False,3.018,0.106,804.685,0.400,0.684,0.435,1.689,0.333,2.457,1.412,2.381,3.793,1.703,1.263,0.000,0.143,9.359,82.00
1296,Transfer,adaptive,static_hybrid,301,False,2.460,0.103,878.893,0.344,0.620,0.435,1.677,0.330,2.442,1.538,2.475,4.012,1.559,1.202,0.000,0.144,9.360,82.28
1297,Transfer,adaptive,static_hybrid,185,False,3.932,0.156,959.626,0.385,0.610,0.435,1.686,0.329,2.450,1.246,2.279,3.525,2.001,1.194,0.000,0.144,9.313,82.07
1298,IssueCBDC,adaptive,static_hybrid,296,False,5.009,0.000,995.243,0.598,0.666,0.579,1.733,0.332,2.644,1.534,2.463,3.997,2.052,1.246,0.000,0.156,10.096,81.01
1299,IssueCBDC,adaptive,static_hybrid,413,False,4.278,0.174,931.427,0.408,0.664,0.579,1.691,0.332,2.601,1.826,2.667,4.493,2.113,1.244,0.000,0.166,10.617,81.96
1300,IssueCBDC,adaptive,static_hybrid,278,False,3.739,0.072,1037.207,0.259,0.685,0.581,1.658,0.333,2.572,1.492,2.435,3.927,1.835,1.264,0.000,0.150,9.748,82.71
1301,SettleCrossBorder,adaptive,ml_optimized,482,True,140.111,2.000,59.736,0.496,0.625,0.519,1.484,0.286,2.289,1.966,4.581,6.547,161.111,1.111,-0.631,3.059,173.486,81.32
1302,Transfer,adaptive,ml_optimized,236,True,211.926,1.371,34.429,0.423,0.683,0.425,1.470,0.289,2.183,1.361,4.201,5.563,229.150,1.161,-0.566,4.264,241.755,83.26
1303,Transfer,adaptive,ml_optimized,158,True,214.989,1.066,37.632,0.385,0.746,0.425,1.463,0.291,2.179,1.178,3.995,5.172,230.383,1.215,-0.545,4.279,242.684,84.21
1304,Transfer,adaptive,ml_optimized,256,True,226.093,1.299,28.003,0.360,0.642,0.425,1.458,0.287,2.169,1.404,4.261,5.665,242.888,1.125,-0.570,4.513,255.791,83.75
1305,Transfer,adaptive,static_hybrid,199,False,5.423,0.112,1089.158,0.408,0.677,0.435,1.691,0.333,2.459,1.293,2.302,3.595,2.313,1.257,0.000,0.151,9.774,81.96
1306,Transfer,adaptive,static_hybrid,248,False,3.231,0.050,981.835,0.368,0.666,0.435,1.682,0.332,2.449,1.413,2.383,3.797,1.678,1.246,0.000,0.143,9.312,82.16
1307,IssueCBDC,adaptive,static_hybrid,274,False,3.556,0.057,1200.000,0.110,0.735,0.587,1.625,0.335,2.548,1.491,2.427,3.918,1.768,1.311,0.000,0.148,9.693,83.45
1308,IssueCBDC,adaptive,static_hybrid,308,False,2.322,0.100,766.801,0.276,0.757,0.590,1.662,0.337,2.588,1.580,2.487,4.066,1.520,1.332,0.000,0.147,9.654,82.62
1309,Transfer,adaptive,static_hybrid,201,False,3.876,0.026,762.817,0.462,0.649,0.435,1.703,0.331,2.469,1.293,2.302,3.595,1.806,1.230,0.000,0.142,9.242,81.69
1310,Transfer,adaptive,ml_optimized,273,True,231.218,1.960,31.514,0.682,0.681,0.425,1.520,0.289,2.233,1.454,4.388,5.841,251.980,1.160,-0.587,4.681,265.308,80.49
1311,Transfer,adaptive,ml_optimized,265,True,213.618,1.267,36.232,0.612,0.630,0.425,1.506,0.286,2.217,1.424,4.221,5.645,230.223,1.115,-0.572,4.286,242.914,82.57
1312,Transfer,adaptive,static_hybrid,154,False,4.599,0.121,774.784,0.293,0.724,0.435,1.665,0.335,2.436,1.189,2.225,3.414,2.119,1.301,0.000,0.143,9.413,82.54
1313,Transfer,adaptive,static_hybrid,239,False,3.410,0.069,679.147,0.334,0.756,0.435,1.675,0.336,2.446,1.407,2.368,3.776,1.749,1.331,0.000,0.143,9.445,82.33
1314,IssueCBDC,adaptive,static_hybrid,286,False,4.871,0.062,1000.784,0.438,0.746,0.589,1.698,0.336,2.622,1.523,2.448,3.971,2.104,1.321,0.000,0.157,10.175,81.81
1315,IssueCBDC,adaptive,static_hybrid,358,False,6.187,0.085,1072.039,0.202,0.653,0.577,1.645,0.331,2.554,1.686,2.571,4.257,2.466,1.233,0.000,0.167,10.678,82.99
1316,Transfer,adaptive,static_hybrid,150,False,2.430,0.163,655.008,0.245,0.647,0.435,1.655,0.331,2.421,1.165,2.220,3.385,1.636,1.228,0.000,0.134,8.804,82.78
1317,Transfer,adaptive,static_hybrid,257,False,4.658,0.122,686.875,0.335,0.781,0.435,1.675,0.338,2.448,1.457,2.401,3.857,2.136,1.355,0.000,0.152,9.947,82.33
1318,Transfer,adaptive,static_hybrid,224,False,5.606,0.069,928.732,0.290,0.693,0.435,1.665,0.333,2.433,1.358,2.343,3.701,2.298,1.271,0.000,0.152,9.856,82.55
1319,IssueCBDC,adaptive,static_hybrid,193,False,5.666,0.090,964.891,0.547,0.784,0.593,1.722,0.338,2.652,1.297,2.291,3.588,2.342,1.357,0.000,0.154,10.093,81.27
1320,SettleCrossBorder,adaptive,ml_optimized,400,True,114.423,0.718,82.439,0.450,0.699,0.519,1.475,0.289,2.284,1.774,4.075,5.849,127.733,1.175,-0.592,2.446,138.894,84.75
1321,IssueCBDC,adaptive,static_hybrid,186,False,5.944,0.076,700.561,0.574,0.654,0.578,1.728,0.331,2.637,1.256,2.278,3.535,2.393,1.235,0.000,0.154,9.953,81.13
1322,Transfer,adaptive,static_hybrid,242,False,6.305,0.091,786.508,0.240,0.722,0.435,1.654,0.335,2.424,1.409,2.374,3.783,2.503,1.299,0.000,0.157,10.165,82.80
1323,SettleCrossBorder,adaptive,ml_optimized,457,True,102.391,1.164,57.593,0.516,0.652,0.519,1.488,0.287,2.294,1.908,4.401,6.309,118.374,1.134,-0.619,2.286,129.779,83.31
1324,Transfer,adaptive,static_hybrid,290,False,3.566,0.085,789.767,0.467,0.651,0.435,1.704,0.331,2.470,1.516,2.456,3.971,1.811,1.232,0.000,0.149,9.633,81.66
1325,Transfer,adaptive,static_hybrid,179,False,3.783,0.089,762.631,0.527,0.768,0.435,1.717,0.337,2.489,1.259,2.267,3.526,1.871,1.342,0.000,0.142,9.370,81.37
1326,Transfer,adaptive,ml_optimized,212,True,267.148,0.848,25.266,0.759,0.665,0.425,1.534,0.288,2.247,1.298,4.121,5.420,281.647,1.145,-0.562,5.208,295.105,82.88
1327,Transfer,adaptive,ml_optimized,238,True,177.942,1.088,57.148,0.487,0.677,0.425,1.482,0.288,2.195,1.365,4.018,5.383,193.469,1.156,-0.556,3.619,205.265,83.65
1328,SettleCrossBorder,adaptive,ml_optimized,247,True,216.211,0.500,47.956,0.609,0.679,0.519,1.505,0.289,2.313,1.388,3.982,5.370,228.211,1.158,-0.565,4.246,240.733,84.51
1329,Transfer,adaptive,static_hybrid,277,False,1.831,0.105,862.775,0.200,0.770,0.435,1.645,0.337,2.417,1.505,2.434,3.939,1.405,1.344,0.000,0.140,9.244,83.00
1330,IssueCBDC,adaptive,static_hybrid,322,False,6.268,0.147,1062.461,0.140,0.708,0.584,1.632,0.334,2.550,1.606,2.512,4.118,2.573,1.286,0.000,0.166,10.692,83.30
1331,Transfer,adaptive,static_hybrid,206,False,5.063,0.221,789.293,0.533,0.671,0.435,1.718,0.332,2.486,1.309,2.317,3.626,2.374,1.251,0.000,0.153,9.890,81.34
1332,IssueCBDC,adaptive,static_hybrid,351,False,4.684,0.081,871.579,0.450,0.769,0.591,1.700,0.337,2.629,1.690,2.559,4.249,2.085,1.343,0.000,0.161,10.467,81.75
